class_name,component_class_name,diagram_id,edge_id,implicit_reason,instance_id,is_implicit_supply,is_suspicious_match,match_confidence,match_distance_px,match_status,match_warnings,net_id,net_implicit_reason,net_index,net_is_implicit_supply,relation_type,relative_position,snap_point,source,target,terminal_id,terminal_name
,,5,edge:5:component:26.2:terminal:26.2:t1,,26.2,,,,,,,,,,,HAS_TERMINAL,right,,component:5:26.2,terminal:5:26.2:t1,26.2:t1,t1
,,5,edge:5:component:22.1:terminal:22.1:t1,,22.1,,,,,,,,,,,HAS_TERMINAL,left,,component:5:22.1,terminal:5:22.1:t1,22.1:t1,t1
,,5,edge:5:component:22.1:terminal:22.1:t2,,22.1,,,,,,,,,,,HAS_TERMINAL,right,,component:5:22.1,terminal:5:22.1:t2,22.1:t2,t2
,,5,edge:5:component:22.2:terminal:22.2:t1,,22.2,,,,,,,,,,,HAS_TERMINAL,left,,component:5:22.2,terminal:5:22.2:t1,22.2:t1,t1
,,5,edge:5:component:22.2:terminal:22.2:t2,,22.2,,,,,,,,,,,HAS_TERMINAL,right,,component:5:22.2,terminal:5:22.2:t2,22.2:t2,t2
,,5,edge:5:component:9.1:terminal:9.1:t1,,9.1,,,,,,,,,,,HAS_TERMINAL,top,,component:5:9.1,terminal:5:9.1:t1,9.1:t1,t1
,,5,edge:5:component:22.3:terminal:22.3:t1,,22.3,,,,,,,,,,,HAS_TERMINAL,left,,component:5:22.3,terminal:5:22.3:t1,22.3:t1,t1
,,5,edge:5:component:22.3:terminal:22.3:t2,,22.3,,,,,,,,,,,HAS_TERMINAL,right,,component:5:22.3,terminal:5:22.3:t2,22.3:t2,t2
,,5,edge:5:component:19.1:terminal:19.1:in1,,19.1,,,,,,,,,,,HAS_TERMINAL,left,,component:5:19.1,terminal:5:19.1:in1,19.1:in1,in1
,,5,edge:5:component:19.1:terminal:19.1:in2,,19.1,,,,,,,,,,,HAS_TERMINAL,left,,component:5:19.1,terminal:5:19.1:in2,19.1:in2,in2
,,5,edge:5:component:19.1:terminal:19.1:out,,19.1,,,,,,,,,,,HAS_TERMINAL,right,,component:5:19.1,terminal:5:19.1:out,19.1:out,out
,,5,edge:5:component:19.1:terminal:19.1:aux1,,19.1,,,,,,,,,,,HAS_TERMINAL,top,,component:5:19.1,terminal:5:19.1:aux1,19.1:aux1,aux1
,,5,edge:5:component:19.1:terminal:19.1:aux2,,19.1,,,,,,,,,,,HAS_TERMINAL,bottom,,component:5:19.1,terminal:5:19.1:aux2,19.1:aux2,aux2
,,5,edge:5:component:26.3:terminal:26.3:t1,,26.3,,,,,,,,,,,HAS_TERMINAL,top,,component:5:26.3,terminal:5:26.3:t1,26.3:t1,t1
,,5,edge:5:component:26.4:terminal:26.4:t1,,26.4,,,,,,,,,,,HAS_TERMINAL,bottom,,component:5:26.4,terminal:5:26.4:t1,26.4:t1,t1
,,5,edge:5:component:26.5:terminal:26.5:t1,,26.5,,,,,,,,,,,HAS_TERMINAL,right,,component:5:26.5,terminal:5:26.5:t1,26.5:t1,t1
,,5,edge:5:component:26.6:terminal:26.6:t1,,26.6,,,,,,,,,,,HAS_TERMINAL,right,,component:5:26.6,terminal:5:26.6:t1,26.6:t1,t1
,,5,edge:5:component:22.4:terminal:22.4:t1,,22.4,,,,,,,,,,,HAS_TERMINAL,left,,component:5:22.4,terminal:5:22.4:t1,22.4:t1,t1
,,5,edge:5:component:22.4:terminal:22.4:t2,,22.4,,,,,,,,,,,HAS_TERMINAL,right,,component:5:22.4,terminal:5:22.4:t2,22.4:t2,t2
,,5,edge:5:component:22.5:terminal:22.5:t1,,22.5,,,,,,,,,,,HAS_TERMINAL,left,,component:5:22.5,terminal:5:22.5:t1,22.5:t1,t1
,,5,edge:5:component:22.5:terminal:22.5:t2,,22.5,,,,,,,,,,,HAS_TERMINAL,right,,component:5:22.5,terminal:5:22.5:t2,22.5:t2,t2
,,5,edge:5:component:22.6:terminal:22.6:t1,,22.6,,,,,,,,,,,HAS_TERMINAL,left,,component:5:22.6,terminal:5:22.6:t1,22.6:t1,t1
,,5,edge:5:component:22.6:terminal:22.6:t2,,22.6,,,,,,,,,,,HAS_TERMINAL,right,,component:5:22.6,terminal:5:22.6:t2,22.6:t2,t2
,,5,edge:5:component:9.2:terminal:9.2:t1,,9.2,,,,,,,,,,,HAS_TERMINAL,top,,component:5:9.2,terminal:5:9.2:t1,9.2:t1,t1
,,5,edge:5:component:22.7:terminal:22.7:t1,,22.7,,,,,,,,,,,HAS_TERMINAL,left,,component:5:22.7,terminal:5:22.7:t1,22.7:t1,t1
,,5,edge:5:component:22.7:terminal:22.7:t2,,22.7,,,,,,,,,,,HAS_TERMINAL,right,,component:5:22.7,terminal:5:22.7:t2,22.7:t2,t2
,,5,edge:5:component:26.7:terminal:26.7:t1,,26.7,,,,,,,,,,,HAS_TERMINAL,top,,component:5:26.7,terminal:5:26.7:t1,26.7:t1,t1
,,5,edge:5:component:19.2:terminal:19.2:in1,,19.2,,,,,,,,,,,HAS_TERMINAL,left,,component:5:19.2,terminal:5:19.2:in1,19.2:in1,in1
,,5,edge:5:component:19.2:terminal:19.2:in2,,19.2,,,,,,,,,,,HAS_TERMINAL,left,,component:5:19.2,terminal:5:19.2:in2,19.2:in2,in2
,,5,edge:5:component:19.2:terminal:19.2:out,,19.2,,,,,,,,,,,HAS_TERMINAL,right,,component:5:19.2,terminal:5:19.2:out,19.2:out,out
,,5,edge:5:component:19.2:terminal:19.2:aux1,,19.2,,,,,,,,,,,HAS_TERMINAL,top,,component:5:19.2,terminal:5:19.2:aux1,19.2:aux1,aux1
,,5,edge:5:component:19.2:terminal:19.2:aux2,,19.2,,,,,,,,,,,HAS_TERMINAL,bottom,,component:5:19.2,terminal:5:19.2:aux2,19.2:aux2,aux2
,,5,edge:5:component:26.8:terminal:26.8:t1,,26.8,,,,,,,,,,,HAS_TERMINAL,bottom,,component:5:26.8,terminal:5:26.8:t1,26.8:t1,t1
,,5,edge:5:component:26.9:terminal:26.9:t1,,26.9,,,,,,,,,,,HAS_TERMINAL,left,,component:5:26.9,terminal:5:26.9:t1,26.9:t1,t1
,Terminal,5,edge:5:terminal:26.1:t1:net:N2,,,,False,ok,0.0,matched_preferred,[],N2,,2,False,CONNECTED_TO,,"[72, 479]",terminal:5:26.1:t1,net:5:N2,26.1:t1,
,Terminal,5,edge:5:terminal:26.2:t1:net:N1,,,,False,ok,0.0,matched_preferred,[],N1,,1,False,CONNECTED_TO,,"[73, 285]",terminal:5:26.2:t1,net:5:N1,26.2:t1,
,Resistor,5,edge:5:terminal:22.1:t1:net:N2,,,,False,ok,2.0,matched_preferred,[],N2,,2,False,CONNECTED_TO,,"[90, 479]",terminal:5:22.1:t1,net:5:N2,22.1:t1,
,Resistor,5,edge:5:terminal:22.1:t2:net:N3,,,,False,ok,2.0,matched_preferred,[],N3,,3,False,CONNECTED_TO,,"[131, 479]",terminal:5:22.1:t2,net:5:N3,22.1:t2,
,Resistor,5,edge:5:terminal:22.2:t1:net:N1,,,,False,ok,2.0,matched_preferred,[],N1,,1,False,CONNECTED_TO,,"[89, 285]",terminal:5:22.2:t1,net:5:N1,22.2:t1,
,Resistor,5,edge:5:terminal:22.2:t2:net:N3,,,,False,ok,2.0,matched_preferred,[],N3,,3,False,CONNECTED_TO,,"[132, 285]",terminal:5:22.2:t2,net:5:N3,22.2:t2,
,GND,5,edge:5:terminal:9.1:t1:net:N4,,,,False,ok,0.0,matched_preferred,[],N4,,4,False,CONNECTED_TO,,"[184, 751]",terminal:5:9.1:t1,net:5:N4,9.1:t1,
,Resistor,5,edge:5:terminal:22.3:t1:net:N3,,,,False,ok,1.0,matched_preferred,[],N3,,3,False,CONNECTED_TO,,"[312, 120]",terminal:5:22.3:t1,net:5:N3,22.3:t1,
,Resistor,5,edge:5:terminal:22.3:t2:net:N7,,,,False,ok,1.0,matched_preferred,[],N7,,7,False,CONNECTED_TO,,"[358, 120]",terminal:5:22.3:t2,net:5:N7,22.3:t2,
,Operational_Amplifier,5,edge:5:terminal:19.1:in1:net:N3,,,,False,ok,2.0,matched_preferred,[],N3,,3,False,CONNECTED_TO,,"[244, 397]",terminal:5:19.1:in1,net:5:N3,19.1:in1,
,Operational_Amplifier,5,edge:5:terminal:19.1:in2:net:N4,,,,False,ok,1.0,matched_preferred,[],N4,,4,False,CONNECTED_TO,,"[244, 566]",terminal:5:19.1:in2,net:5:N4,19.1:in2,
,Operational_Amplifier,5,edge:5:terminal:19.1:out:net:N7,,,,False,ok,2.0,matched_preferred,[],N7,,7,False,CONNECTED_TO,,"[452, 479]",terminal:5:19.1:out,net:5:N7,19.1:out,
,Operational_Amplifier,5,edge:5:terminal:19.1:aux1:net:N6,,,,False,ok,62.0,matched_preferred,[],N6,,6,False,CONNECTED_TO,,"[350, 312]",terminal:5:19.1:aux1,net:5:N6,19.1:aux1,
,Operational_Amplifier,5,edge:5:terminal:19.1:aux2:net:N5,,,,False,ok,104.005,matched_preferred,[],N5,,5,False,CONNECTED_TO,,"[348, 685]",terminal:5:19.1:aux2,net:5:N5,19.1:aux2,
,Terminal,5,edge:5:terminal:26.3:t1:net:N5,,,,False,ok,0.0,matched_preferred,[],N5,,5,False,CONNECTED_TO,,"[348, 711]",terminal:5:26.3:t1,net:5:N5,26.3:t1,
,Terminal,5,edge:5:terminal:26.4:t1:net:N6,,,,False,ok,1.0,matched_preferred,[],N6,,6,False,CONNECTED_TO,,"[349, 297]",terminal:5:26.4:t1,net:5:N6,26.4:t1,
,Terminal,5,edge:5:terminal:26.5:t1:net:N9,,,,False,ok,1.0,matched_preferred,[],N9,,9,False,CONNECTED_TO,,"[550, 591]",terminal:5:26.5:t1,net:5:N9,26.5:t1,
,Terminal,5,edge:5:terminal:26.6:t1:net:N8,,,,False,ok,1.0,matched_preferred,[],N8,,8,False,CONNECTED_TO,,"[550, 756]",terminal:5:26.6:t1,net:5:N8,26.6:t1,
,Resistor,5,edge:5:terminal:22.4:t1:net:N9,,,,False,ok,0.0,matched_preferred,[],N9,,9,False,CONNECTED_TO,,"[565, 591]",terminal:5:22.4:t1,net:5:N9,22.4:t1,
,Resistor,5,edge:5:terminal:22.4:t2:net:N10,,,,False,ok,0.0,matched_preferred,[],N10,,10,False,CONNECTED_TO,,"[606, 591]",terminal:5:22.4:t2,net:5:N10,22.4:t2,
,Resistor,5,edge:5:terminal:22.5:t1:net:N7,,,,False,ok,1.0,matched_preferred,[],N7,,7,False,CONNECTED_TO,,"[568, 479]",terminal:5:22.5:t1,net:5:N7,22.5:t1,
,Resistor,5,edge:5:terminal:22.5:t2:net:N10,,,,False,ok,1.0,matched_preferred,[],N10,,10,False,CONNECTED_TO,,"[610, 479]",terminal:5:22.5:t2,net:5:N10,22.5:t2,
,Resistor,5,edge:5:terminal:22.6:t1:net:N8,,,,False,ok,1.0,matched_preferred,[],N8,,8,False,CONNECTED_TO,,"[567, 756]",terminal:5:22.6:t1,net:5:N8,22.6:t1,
,Resistor,5,edge:5:terminal:22.6:t2:net:N10,,,,False,ok,1.0,matched_preferred,[],N10,,10,False,CONNECTED_TO,,"[610, 756]",terminal:5:22.6:t2,net:5:N10,22.6:t2,
,GND,5,edge:5:terminal:9.2:t1:net:N10,,,,False,ok,0.0,matched_preferred,[],N10,,10,False,CONNECTED_TO,,"[662, 942]",terminal:5:9.2:t1,net:5:N10,9.2:t1,
,Resistor,5,edge:5:terminal:22.7:t1:net:N10,,,,False,ok,2.0,matched_preferred,[],N10,,10,False,CONNECTED_TO,,"[791, 313]",terminal:5:22.7:t1,net:5:N10,22.7:t1,
,Resistor,5,edge:5:terminal:22.7:t2:net:N13,,,,False,ok,2.0,matched_preferred,[],N13,,13,False,CONNECTED_TO,,"[836, 313]",terminal:5:22.7:t2,net:5:N13,22.7:t2,
,Terminal,5,edge:5:terminal:26.7:t1:net:N11,,,,False,ok,0.0,matched_preferred,[],N11,,11,False,CONNECTED_TO,,"[826, 907]",terminal:5:26.7:t1,net:5:N11,26.7:t1,
,Operational_Amplifier,5,edge:5:terminal:19.2:in1:net:N10,,,,False,ok,2.0,matched_preferred,[],N10,,10,False,CONNECTED_TO,,"[723, 591]",terminal:5:19.2:in1,net:5:N10,19.2:in1,
,Operational_Amplifier,5,edge:5:terminal:19.2:in2:net:N10,,,,False,ok,1.0,matched_preferred,[],N10,,10,False,CONNECTED_TO,,"[723, 761]",terminal:5:19.2:in2,net:5:N10,19.2:in2,
,Operational_Amplifier,5,edge:5:terminal:19.2:out:net:N13,,,,False,ok,1.0,matched_preferred,[],N13,,13,False,CONNECTED_TO,,"[931, 673]",terminal:5:19.2:out,net:5:N13,19.2:out,
,Operational_Amplifier,5,edge:5:terminal:19.2:aux1:net:N12,,,,False,ok,60.008,matched_preferred,[],N12,,12,False,CONNECTED_TO,,"[827, 507]",terminal:5:19.2:aux1,net:5:N12,19.2:aux1,
,Operational_Amplifier,5,edge:5:terminal:19.2:aux2:net:N11,,,,False,ok,103.005,matched_preferred,[],N11,,11,False,CONNECTED_TO,,"[826, 879]",terminal:5:19.2:aux2,net:5:N11,19.2:aux2,
,Terminal,5,edge:5:terminal:26.8:t1:net:N12,,,,False,ok,1.0,matched_preferred,[],N12,,12,False,CONNECTED_TO,,"[827, 492]",terminal:5:26.8:t1,net:5:N12,26.8:t1,
,Terminal,5,edge:5:terminal:26.9:t1:net:N13,,,,False,ok,1.0,matched_preferred,[],N13,,13,False,CONNECTED_TO,,"[987, 673]",terminal:5:26.9:t1,net:5:N13,26.9:t1,
